species,latitude,longitude,country,date,elevation,temperature,precipitation,NDVI
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-03-18,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.942646,-15.66897,Spain,2023-03-21,1238.0,14.2,364.0,0.4042260869565218
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-03-25,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.923147,-15.670699,Spain,2023-03-26,880.0,15.9,321.0,0.20901304347826086
Fringilla polatzeki,27.942646,-15.66897,Spain,2023-03-21,1238.0,14.2,364.0,0.4042260869565218
Fringilla polatzeki,27.951714,-15.65189,Spain,2023-03-20,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-05-06,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-05-13,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-05-29,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-05-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96127,-15.584363,Spain,2023-05-01,1693.0,11.7,396.0,0.6277739130434783
Fringilla polatzeki,27.936111,-15.666739,Spain,2023-05-01,1140.0,14.2,364.0,0.34093478260869564
Fringilla polatzeki,27.960382,-15.589264,Spain,2023-05-02,1646.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-06-04,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-06-03,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-06-12,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-06-12,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-06-28,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-06-30,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-06-30,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-01,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-05,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-27,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-31,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-31,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-31,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-31,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-07-31,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-08-05,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-08-17,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-09-01,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-09-14,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-09-14,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-09-28,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.958742,-15.590644,Spain,2023-10-09,1661.0,12.0,394.0,0.4924217391304348
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-11-07,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-11-08,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.943987,-15.664331,Spain,2023-11-12,1212.0,14.2,364.0,0.3721826086956522
Fringilla polatzeki,27.931995,-15.676987,Spain,2023-11-13,992.0,14.7,353.0,0.41753913043478263
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-11-14,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-11-14,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2023-11-17,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-11-30,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.931995,-15.676987,Spain,2023-11-13,992.0,14.7,353.0,0.41753913043478263
Fringilla polatzeki,27.82419,-15.450059,Spain,2023-12-16T14:13Z,56.0,20.5,148.0,0.08544782608695653
Fringilla polatzeki,27.99083,-15.760116,Spain,2023-12-07T10:14:37Z,261.0,18.0,277.0,0.1653695652173913
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-07,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.951714,-15.65189,Spain,2023-12-09,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.951714,-15.65189,Spain,2023-12-09,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-16,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-16,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-18,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-18,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-18,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-19,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-27,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-27,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-29,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-30,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2023-12-30,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-01-03,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.927622,-15.677665,Spain,2022-01-05,968.0,14.7,353.0,0.3494260869565218
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-01-05,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.938354,-15.673881,Spain,2022-01-21,1247.0,14.3,361.0,0.37741739130434787
Fringilla polatzeki,27.963891,-15.670742,Spain,2022-02-20T13:26,717.0,15.7,333.0,0.3476739130434783
Fringilla polatzeki,27.897049,-15.70022,Spain,2022-02-20T12:52,754.0,17.4,276.0,0.30060000000000003
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20,1260.0,14.1,366.0,0.487304347826087
Fringilla polatzeki,27.945585,-15.673598,Spain,2022-02-20,1260.0,14.1,366.0,0.487304347826087
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-02-22,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.943943,-15.669804,Spain,2022-02-25,1238.0,14.2,364.0,0.4042260869565218
Fringilla polatzeki,27.944948,-15.677399,Spain,2022-02-24,1259.0,14.1,366.0,0.4814652173913043
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-03-06,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-03-26,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.974094,-15.584219,Spain,2022-03-25,1689.0,12.1,395.0,0.557895652173913
Fringilla polatzeki,27.969574,-15.585346,Spain,2022-04-12,1690.0,12.1,394.0,0.5196826086956522
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-04-15,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-04-16,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-04-20,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.934084,-15.553516,Spain,2022-05-02T10:42,898.0,15.3,321.0,0.32450869565217394
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-02,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-05-07,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-05-08,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.98782,-15.569436,Spain,2022-05-19,1368.0,13.4,372.0,0.49419565217391304
Fringilla polatzeki,27.987608,-15.578039,Spain,2022-05-19,1603.0,12.7,386.0,0.480704347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-05-26,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96567,-15.595093,Spain,2022-06-06,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.944025,-15.694351,Spain,2022-06-24,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-25,1512.0,13.0,389.0,0.3962217391304348
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-06-26,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.951433,-15.690825,Spain,2022-06-26,1512.0,13.0,389.0,0.3962217391304348
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-09,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-16,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-07-17,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-07-12,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-09,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-09-12,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13,1628.0,12.1,394.0,0.5466826086956522
Fringilla polatzeki,27.962854,-15.58961,Spain,2022-09-13,1628.0,12.1,394.0,0.5466826086956522
Fringilla polatzeki,27.923182,-15.688748,Spain,2022-09-19,922.0,15.6,332.0,0.3804782608695652
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-10-14,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.944149,-15.673431,Spain,2022-10-15,1368.0,14.3,361.0,0.44737391304347834
Fringilla polatzeki,27.949175,-15.654527,Spain,2022-10-15,1214.0,14.0,366.0,0.5064304347826087
Fringilla polatzeki,27.96105,-15.589514,Spain,2022-10-28,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-11-04,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.969975,-15.584659,Spain,2022-11-03,1696.0,12.1,394.0,0.5196826086956522
Fringilla polatzeki,27.946453,-15.662412,Spain,2022-12-01,1215.0,14.3,361.0,0.41923478260869573
Fringilla polatzeki,27.951714,-15.65189,Spain,2022-12-07,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.970346,-15.612688,Spain,2022-12-07,1682.0,12.4,392.0,0.3889304347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2022-12-20,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-01-17,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.964811,-15.592865,Spain,2021-01-17,1610.0,13.3,375.0,0.5251739130434783
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-01-27,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-02-08,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-03-27,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-05-06,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-08,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-05-13,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-06-07,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-07-16,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-07-24,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-07-31,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.970346,-15.612688,Spain,2021-07-31,1682.0,12.4,392.0,0.3889304347826087
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-01,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.944025,-15.694351,Spain,2021-08-06,1274.0,15.4,341.0,0.37012173913043483
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-08-07,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-08-02,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96567,-15.595093,Spain,2021-08-21,1562.0,13.3,375.0,0.4145739130434783
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-01,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-18,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-20,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-09-25,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-09-22,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.948631,-15.661071,Spain,2021-10-27,1211.0,14.0,366.0,0.46907391304347834
Fringilla polatzeki,27.954443,-15.648081,Spain,2021-10-27,1111.0,14.2,360.0,0.3594217391304348
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-11-16,1125.0,14.4,355.0,0.4347304347826087
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-11-21,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-11-21,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966492,-15.583526,Spain,2021-11-23,1668.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.966116,-15.584664,Spain,2021-12-05,1669.0,12.1,394.0,0.6362260869565217
Fringilla polatzeki,27.96105,-15.589514,Spain,2021-12-22,1641.0,11.7,396.0,0.5479173913043478
Fringilla polatzeki,27.951714,-15.65189,Spain,2021-12-22,1125.0,14.4,355.0,0.4347304347826087
Fringilla teydea,28.294214,-16.584732,Spain,2025-01-04T11:35Z,2163.0,10.3,491.0,0.11374782608695654
Fringilla teydea,28.385943,-16.487658,Spain,2025-01-04T11:36Z,1038.0,14.0,533.0,0.7630956521739131
Fringilla teydea,28.398387,-16.549983,Spain,2025-01-04T11:37Z,176.0,19.3,354.0,0.30035652173913047
Fringilla teydea,28.397088,-16.507368,Spain,2025-01-22T11:55Z,352.0,18.4,403.0,0.4516217391304348
Fringilla teydea,28.356671,-16.514998,Spain,2025-01-24T10:21:25Z,1176.0,13.9,526.0,0.7883565217391304
Fringilla teydea,28.368418,-16.562212,Spain,2025-01-24T10:19Z,596.0,17.0,477.0,0.5482652173913043
Fringilla teydea,28.337154,-16.569692,Spain,2025-01-24T10:20Z,1366.0,13.5,520.0,0.7017652173913044
Fringilla teydea,28.375479,-16.59676,Spain,2025-01-24T12:32Z,579.0,15.3,530.0,0.6831608695652174
Fringilla teydea,28.21521,-16.517021,Spain,2025-01-24T12:37Z,1360.0,12.7,496.0,0.4294739130434783
Fringilla teydea,28.353027,-16.473519,Spain,2025-01-24T11:29Z,1947.0,11.9,507.0,0.6440652173913043
Fringilla teydea,28.234039,-16.401213,Spain,2025-01-24T13:34Z,,20.8,259.0,0.065475
Fringilla teydea,28.386649,-16.743583,Spain,2025-01-25T13:36Z,,,,
Fringilla teydea,28.28714,-16.752153,Spain,2025-01-25T14:04Z,1612.0,12.9,510.0,0.5291913043478261
Fringilla teydea,28.253546,-16.734022,Spain,2025-01-25T14:59Z,1665.0,12.3,501.0,0.2843869565217392
Fringilla teydea,28.464322,-16.376344,Spain,2025-01-24T08:10Z,882.0,14.9,558.0,0.6251260869565217
Fringilla teydea,28.281031,-16.836381,Spain,2025-01-31T14:39Z,638.0,17.2,433.0,0.26981428571428573
Fringilla teydea,28.074027,-16.722782,Spain,2025-01-25T17:50Z,109.0,,,0.2355695652173913
Fringilla teydea,28.13213,-16.755672,Spain,2025-01-28T14:57Z,203.0,19.4,324.0,0.19172608695652177
Fringilla teydea,28.462199,-16.335254,Spain,2025-02-02T13:06Z,675.0,16.1,561.0,0.44717826086956525
Fringilla teydea,28.341953,-16.7116,Spain,2025-02-10T17:25:12Z,820.0,16.3,485.0,0.6933086956521739
Fringilla teydea,28.349816,-16.409417,Spain,2025-02-16T10:40:55Z,423.0,16.9,477.0,0.2751130434782609
Fringilla teydea,28.107305,-16.718397,Spain,2025-02-19T16:18:51Z,212.0,19.3,327.0,0.2566
Fringilla teydea,28.163498,-16.776165,Spain,2025-02-19T16:39:37Z,284.0,18.9,349.0,0.15778695652173913
Fringilla teydea,28.280712,-16.675032,Spain,2025-02-18T02:13Z,2312.0,9.0,506.0,0.16497826086956524
Fringilla teydea,28.11568,-16.642441,Spain,2025-02-23T22:34:56Z,946.0,14.6,479.0,0.31750869565217393
Fringilla teydea,28.110118,-16.668161,Spain,2025-02-01T17:14:58Z,844.0,15.2,472.0,0.31695652173913047
Fringilla teydea,28.073054,-16.608566,Spain,2025-02-20T17:00Z,314.0,18.6,345.0,0.17802608695652175
Fringilla teydea,28.423372,-16.379864,Spain,2025-02-11T00:00,1057.0,14.5,545.0,0.7272173913043478
Fringilla teydea,28.265451,-16.481317,Spain,2025-03-11T11:38:06Z,1353.0,13.1,505.0,0.30897391304347827
Fringilla teydea,28.152029,-16.626623,Spain,2025-03-10T11:19Z,1334.0,13.5,493.0,0.2528391304347826
Fringilla teydea,28.255285,-16.470028,Spain,2025-03-24T13:48:39Z,1043.0,15.1,511.0,0.26157391304347827
Fringilla teydea,28.277138,-16.510369,Spain,2025-03-24T12:03Z,2133.0,10.4,487.0,0.17850434782608696
Fringilla teydea,28.362899,-16.570902,Spain,2025-03-27T11:27Z,699.0,16.2,509.0,0.5578260869565217
Fringilla teydea,28.36543,-16.446275,Spain,2025-03-27T11:29Z,1392.0,13.5,525.0,0.5911869565217391
Fringilla teydea,28.262177,-16.534585,Spain,2025-03-27T11:45Z,2182.0,10.3,487.0,0.1791913043478261
Fringilla teydea,28.020863,-16.752143,Spain,2025-04-05T13:20:45,,,,
Fringilla teydea,28.31799,-16.684062,Spain,2025-04-16T09:53:20,1367.0,13.3,517.0,0.5998
Fringilla teydea,28.3884,-16.597132,Spain,2025-04-10T11:03,203.0,,,0.5239521739130435
Fringilla teydea,28.232498,-16.462583,Spain,2025-04-10T11:37,698.0,15.9,492.0,0.3025391304347826
Fringilla teydea,28.398323,-16.579799,Spain,2025-04-10T11:48,163.0,,,0.2471818181818182
Fringilla teydea,28.377353,-16.493635,Spain,2025-04-20T11:04,842.0,15.7,532.0,0.6963086956521739
Fringilla teydea,28.47027,-16.255732,Spain,2025-04-28T18:59:30,55.0,20.2,294.0,0.2556
Fringilla teydea,28.378463,-16.581899,Spain,2025-04-30T10:41:26,380.0,18.2,409.0,0.38492608695652175
Fringilla teydea,28.248829,-16.553985,Spain,2025-04-25T12:15,2278.0,10.2,484.0,0.20572173913043482
Fringilla teydea,28.24989,-16.555326,Spain,2025-04-22T15:14:55,2203.0,10.8,490.0,0.18915652173913045
Fringilla teydea,28.431381,-16.226022,Spain,2025-04-28T19:01:41,,,,
